Headline,Body ID,Stance,,,,,,
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1857,unrelated,,,,,,
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,2404,unrelated,,,,,,
American Predator Drone Circling Islamic State’s Stronghold,1400,unrelated,,,,,,
Norfolk Man Pays £300 For His Constipated Goldfish To Have Lifesaving Surgery,1289,unrelated,,,,,,
US Marine survives headshot in Afghanistan,532,unrelated,,,,,,
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",2096,unrelated,,,,,,
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",2304,unrelated,,,,,,
Kim Jong-Un 'Has Difficulty Walking And Needs About 100 Days To Recuperate',570,unrelated,,,,,,
Christian Bale in Talks to Star in Sony's Steve Jobs Film,2097,unrelated,,,,,,
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1661,unrelated,,,,,,
REPORT: Alleged New Audio of Michael Brown Shooting,1435,unrelated,,,,,,
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1120,unrelated,,,,,,
Russian Man Wakes Up to Find His Testicles Have Been Stolen,387,unrelated,,,,,,
Lego letter to parents in 1974 on gender equality still resonates 40 years on,2412,unrelated,,,,,,
Mexico finds 4 more graves at site of suspected student massacre,2230,unrelated,,,,,,
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,826,unrelated,,,,,,
"No, Saudi TV Did Not Blur Out Images of Michelle Obama",2526,unrelated,,,,,,
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,271,unrelated,,,,,,
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",858,unrelated,,,,,,
"'Nasa Confirms Six Days of Darkness in December': No, they really don't - it's a hoax",1002,unrelated,,,,,,
The Chinese Guide to Avoiding a Bad English Name,2115,unrelated,,,,,,
Audio of gunfire in Michael Brown case authenticated by app company,1921,unrelated,,,,,,
Missing Planes,773,unrelated,,,,,,
"A Vice Guide To Spending $300,000 On Dinner",1605,unrelated,,,,,,
Isis video claims to show beheading of British hostage David Haines,2295,unrelated,,,,,,
Kim Jong-Un planning Scottish restaurant,1143,unrelated,,,,,,
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",731,unrelated,,,,,,
'The Force Awakens' Release Date: JJ Abrams Plan for an Early Release of 'Star Wars' Movie?,2141,unrelated,,,,,,
"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",887,unrelated,,,,,,
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,26,unrelated,,,,,,
Texas plumber's truck on front line of Syria war,40,unrelated,,,,,,
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,2002,unrelated,,,,,,
Questions raised over Nicaragua 'meteorite',2118,unrelated,,,,,,
Militant Group Says It Killed American Journalist in Syria,2109,unrelated,,,,,,
Guru who ordered 400 followers to be castrated 'so they could be closer to God' is investigated for grievous bodily harm in India,2477,unrelated,,,,,,
Islamic State claims to have beheaded American journalist,1009,unrelated,,,,,,
"Pope Francis did not tell boy heaven has room for pets, contrary to report",1820,unrelated,,,,,,
White House Fence Jumper Pushed Past Female Guard,532,unrelated,,,,,,
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",345,unrelated,,,,,,
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,115,unrelated,,,,,,
Nicaraguan commission on possible meteorite crash presents rock samples,2129,unrelated,,,,,,
Video Purports To Show Beheading Of U.S. Journalist By Militants,1385,unrelated,,,,,,
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,93,unrelated,,,,,,
Star Wars VII for a New SUMMER Release Date!?,1349,unrelated,,,,,,
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,734,unrelated,,,,,,
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1547,unrelated,,,,,,
Alleged audio of Michael Brown shooting released,2020,unrelated,,,,,,
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,251,unrelated,,,,,,
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",2377,unrelated,,,,,,
Bali spider burrows under Aussie’s chest,1271,unrelated,,,,,,
"North Korean leader Kim Jong Un had ankle surgery, report says",1898,unrelated,,,,,,
Electric shock turns Russian boy into Marvel's Magneto,1372,unrelated,,,,,,
"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",2188,unrelated,,,,,,
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,2002,unrelated,,,,,,
80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,2472,unrelated,,,,,,
Star Wars: The Force Awakens to be released this summer?,1825,unrelated,,,,,,
The Apple Watch has a low-power mode that only tells the time,78,unrelated,,,,,,
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,2360,unrelated,,,,,,
The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,1867,unrelated,,,,,,
Lebanon confirms holding ISIS chief’s kin,365,unrelated,,,,,,
Jordan’s King May Participate Personally In ISIS Raids,1073,unrelated,,,,,,
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,2519,unrelated,,,,,,
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,1921,unrelated,,,,,,
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,1673,unrelated,,,,,,
Libya: Missing Libya Planes Spark Security Concerns,1339,unrelated,,,,,,
"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",1400,unrelated,,,,,,
Audio recording allegedly captures moment Michael Brown was shot,1921,unrelated,,,,,,
"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",1403,unrelated,,,,,,
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,634,unrelated,,,,,,
Video shows ISIL beheading of photojournalist James Foley,139,unrelated,,,,,,
Watch marine take sniper shot to the head and live,1268,unrelated,,,,,,
Apple’s next MacBook could be a 12-inch MacBook Air,1863,unrelated,,,,,,
"Nun gives birth, intends to keep baby",757,unrelated,,,,,,
ISIS pays tribute to its 'Cub of Baghdadi' child soldier,714,unrelated,,,,,,
Doubts cast over Nicaragua meteorite claim,1760,unrelated,,,,,,
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,1289,unrelated,,,,,,
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",169,unrelated,,,,,,
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,2009,unrelated,,,,,,
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,456,unrelated,,,,,,
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,530,unrelated,,,,,,
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,1897,unrelated,,,,,,
"Gold Apple Watch Edition price? Speculators say at least $10,000",1157,unrelated,,,,,,
Tiger Woods selling Swedish villa — island included,1660,unrelated,,,,,,
Not coming to a store near you: The pumpkin spice condom,2152,unrelated,,,,,,
"Video showing American journalist beheaded believed real, officials and family say",2372,unrelated,,,,,,
"No, Saudi TV Didn't Blur Out Michelle Obama's Face When the President Met King Salman",2251,unrelated,,,,,,
Isis militants claim to have killed US journalist James Foley,1627,unrelated,,,,,,
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1603,unrelated,,,,,,
Kim Jong-Un's sister reportedly running N. Korea,1268,unrelated,,,,,,
Seth Rogen set to play Steve Wozniak in Danny Boyle's Steve Jobs biopic,1642,unrelated,,,,,,
Google Grows With $1.6 Billion in California Office Deals,267,unrelated,,,,,,
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1906,unrelated,,,,,,
Doubts cast over Nicaragua meteorite claim,2129,unrelated,,,,,,
Experts: More facts needed on purported audio recording of Michael Brown shooting,844,unrelated,,,,,,
Missing Mexican students 'not found in mass grave',1148,unrelated,,,,,,
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,2130,unrelated,,,,,,
Boko Haram denies ceasefire claim by Nigeria's government,1438,unrelated,,,,,,
"No, Pumpkin Spice Condoms Are Not A Real Thing",195,unrelated,,,,,,
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",903,unrelated,,,,,,
New Audio Recording From Ferguson May Capture Michael Brown Shooting,900,unrelated,,,,,,
Texas plumber's truck on front line of Syria war,2314,unrelated,,,,,,
Fence jumper reportedly made it much further into White House than Secret Service said,2068,unrelated,,,,,,
Italian fisherman catches monstrous 280-pound catfish,204,unrelated,,,,,,
"Obama, Outraged Over Beheading, Vows to Stay on Course",1361,unrelated,,,,,,
Homeless man receives $100... then shocks everyone with how he spends it,1090,unrelated,,,,,,
Kim Jong-un 'Had Surgery on Fractured Ankles',186,unrelated,,,,,,
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",40,unrelated,,,,,,
This Kid Made $72 Million During Lunch,1680,unrelated,,,,,,
Former PGA Tour player: Tiger Woods suspended for drug test failure,550,unrelated,,,,,,
"Suspected meteorite leaves crater in Managua, is linked to asteroid",2129,unrelated,,,,,,
Report: Christian Bale Will Play Steve Jobs,1296,unrelated,,,,,,
Audio recording allegedly captures moment Michael Brown was shot,1385,unrelated,,,,,,
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1004,unrelated,,,,,,
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,213,unrelated,,,,,,
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,2330,unrelated,,,,,,
Durex on Rumored ‘Pumpkin Spice’ Condom: No Comment,119,unrelated,,,,,,
Officials: Report That Area Town Is Under Ebola Quarantine Is False,258,unrelated,,,,,,
Christian Bale Drops Out of Steve Jobs Biopic,35,unrelated,,,,,,
Boko Haram denies ceasefire claim by Nigeria's government,1125,unrelated,,,,,,
Seth Rogen to Play Apple’s Steve Wozniak,513,unrelated,,,,,,
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",304,unrelated,,,,,,
Vladimir Putin’s Motorcade Looks Like A Massive Knob,1549,unrelated,,,,,,
Seth Rogen to play Steve Wozniak alongside Christian Bale's Steve Jobs,2272,unrelated,,,,,,
Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,1899,unrelated,,,,,,
Senator: Detainees swapped for Bergdahl have contacted militants,2045,unrelated,,,,,,
"Pizza delivery man gets $2,000 tip",542,unrelated,,,,,,
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,81,unrelated,,,,,,
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",2492,unrelated,,,,,,
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,662,unrelated,,,,,,
"Vogue's Anna Wintour Pissed Off With New 1 World Trade Center Offices, Infested With Rats",1968,unrelated,,,,,,
Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,1589,unrelated,,,,,,
Macaulay Culkin Victim of Another Online Death Hoax,1423,unrelated,,,,,,
"Apple Watch Stainless Steel variant reportedly priced at $500, $4,000 for the gold variant",1660,unrelated,,,,,,
ISIS fighters ‘have contracted Ebola’,267,unrelated,,,,,,
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,722,unrelated,,,,,,
"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?",1048,unrelated,,,,,,
Shots Heard In Alleged Brown Shooting Recording [AUDIO],450,unrelated,,,,,,
God Is A Woman – Resurrected Father Narated,34,unrelated,,,,,,
Watch marine take sniper shot to the head and live,860,unrelated,,,,,,
Ottawa Gunman Identified As Michael Zehaf-Bibeau,804,unrelated,,,,,,
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1575,unrelated,,,,,,
"North Korean leader Kim Jong Un had ankle surgery, report says",524,unrelated,,,,,,
Is Kim Jong-un’s sister now the power behind the North Korean throne?,706,unrelated,,,,,,
David Haines beheading video confirmed genuine; UK PM Cameron vows to hunt down ISIS 'monsters',2477,unrelated,,,,,,
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,107,unrelated,,,,,,
Senator: Detainees swapped for Bergdahl have contacted militants,821,unrelated,,,,,,
Kim Yo-jong in Charge: Kim Jong-un's Sister 'Replaces' North Korean Dictator During Illness,2177,unrelated,,,,,,
Robert Plant Reportedly Tears Up $800 Million Led Zeppelin Reunion Contract,2411,unrelated,,,,,,
New iOS 8 bug can delete all of your iCloud documents,2385,unrelated,,,,,,
Would-be rapist has penis severed by angry mob,1680,unrelated,,,,,,
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1024,unrelated,,,,,,
"IS Beheads Briton David Cawthorne Haines, Threatens to Execute Another Briton, Alan Henning",686,unrelated,,,,,,
Vogue's new digs are reportedly swarming with rats,550,unrelated,,,,,,
Give a homeless man $100 and see what he does with it [Video],1948,unrelated,,,,,,
Audio recording allegedly captures moment Michael Brown was shot,7,unrelated,,,,,,
ISIS chlorine attack on security forces confirmed – Iraq officials,2411,unrelated,,,,,,
"Nun gives birth, intends to keep baby",1900,unrelated,,,,,,
ISIL Beheads American Photojournalist in Iraq,1295,unrelated,,,,,,
Accountant Says Comcast Got Him Fired for Contesting Bogus Charges,2149,unrelated,,,,,,
NBC's Tom Brokaw reportedly wants Brian Williams fired over fabricated Iraq helicopter story,277,unrelated,,,,,,
"Is There Really a ‘Sharia Law’ Islamic Tribunal in Dallas, Texas?",2284,unrelated,,,,,,
"UNIVERSITY DROPS TERM ‘FRESHMAN,’ REPLACES IT WITH ‘FIRST-YEAR’",2360,unrelated,,,,,,
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,1125,unrelated,,,,,,
Magic mushrooms found at Buckingham Palace,831,unrelated,,,,,,
ESPN's Domestic Violence Panel Is Missing Something Important,1148,unrelated,,,,,,
Missing Mexico students not among 28 bodies found in mass grave,1958,unrelated,,,,,,
Eyewitness Says Viral Video of Homeless Man Was Staged,1948,unrelated,,,,,,
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1883,unrelated,,,,,,
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,2070,unrelated,,,,,,
Surreal Photos of Fisherman’s Jaw-Dropping Catch Will Likely Have People Wondering If It’s Real,2477,unrelated,,,,,,
Reports: Boko Haram may release schoolgirls as part of deal,125,unrelated,,,,,,
WHO: Isis does not have Ebola – but contingency plan being developed for Iraq,568,unrelated,,,,,,
Lebanon 'holding IS leader's daughter and ex-wife',1544,unrelated,,,,,,
Texas plumber threatened over jihadis using his old truck,2344,unrelated,,,,,,
"Apple Watch users will need to recharge nightly, company still working to improve uptime before launch",1832,unrelated,,,,,,
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,1435,unrelated,,,,,,
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",40,unrelated,,,,,,
Graphic Photo: Oliver Ilic Uses Razor Blade To Slice Off Own Manhood After Girlfriend Broke Up With Him,2519,unrelated,,,,,,
That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real,723,unrelated,,,,,,
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,2472,unrelated,,,,,,
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1125,unrelated,,,,,,
"If you want an Apple Watch, you’ll probably be trekking to an Apple Store",456,unrelated,,,,,,
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",831,unrelated,,,,,,
This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,932,unrelated,,,,,,
What One Homeless Man Does with $100 Will Astonish You (VIDEO),2370,unrelated,,,,,,
Animal lovers abuzz over pope’s comments that 'paradise is open to all of God’s creatures',686,unrelated,,,,,,
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,2304,unrelated,,,,,,
Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,2434,unrelated,,,,,,
Michael Phelps’ alleged girlfriend says she was born intersex,570,unrelated,,,,,,
ISIS video showing beheading triggers international response,1178,unrelated,,,,,,
Reports of missing Libyan planes raise 9/11 terror fears,1073,unrelated,,,,,,
Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,483,unrelated,,,,,,
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,2116,unrelated,,,,,,
Heartwarming video shows son revealing he’s paid off parent’s mortgage as a Christmas gift,1933,unrelated,,,,,,
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,1289,unrelated,,,,,,
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,115,unrelated,,,,,,
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,2175,unrelated,,,,,,
Islamic State Leader al-Baghdadi “Not Dead”,936,unrelated,,,,,,
Rats are still running around at Vogue,367,unrelated,,,,,,
ISIS Getting Ebola,1821,unrelated,,,,,,
"Elon University has not banned the term ‘freshman,’ despite rumors",2398,unrelated,,,,,,
"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",2127,unrelated,,,,,,
Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),2306,unrelated,,,,,,
Video Purports to Show Beheading of American Journalist,984,unrelated,,,,,,
Watch: US marine survives Taliban sniper headshot in Afghanistan,2091,unrelated,,,,,,
No - a Fox News Twitter account isn't responding to tweets on the #FoxNewsFacts hashtag,1656,unrelated,,,,,,
ISIL Beheads American Photojournalist in Iraq,1358,unrelated,,,,,,
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,346,unrelated,,,,,,
Is Kim Jong-Un Really Opening a Restaurant in Scotland?,1225,unrelated,,,,,,
Man breaks down in tears when a lost recording of his deceased wife resurfaces,195,unrelated,,,,,,
CNN Plays Alleged Recording of Michael Brown Shooting,1481,unrelated,,,,,,
Another American hostage at risk by Islamic state,2130,unrelated,,,,,,
IPhone 6 users are tearing their hair out,55,unrelated,,,,,,
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",1547,unrelated,,,,,,
Penis Drawn On Bugatti Veyron Could Be World's Most Expensive Car Vandalism,442,unrelated,,,,,,
What This Homeless Guy Did With $100 Completely Stunned The Man Who Gave It To Him,321,unrelated,,,,,,
Meteorite leaves crater in Nicaraguan capital Managua,2118,unrelated,,,,,,
Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),17,unrelated,,,,,,
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,662,unrelated,,,,,,
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,43,unrelated,,,,,,
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",649,unrelated,,,,,,
"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms",2152,unrelated,,,,,,
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",365,unrelated,,,,,,
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,125,unrelated,,,,,,
Newly-Found Document Holds Eyewitness Account of Jesus Performing Miracle,1298,unrelated,,,,,,
"Video showing American journalist beheaded believed real, officials and family say",1627,unrelated,,,,,,
"Boko Haram agrees to ceasefire, release of school girls",1372,unrelated,,,,,,
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,874,unrelated,,,,,,
Weather Channel’s Mike Seidel was not caught with his pants down,205,unrelated,,,,,,
'Spiderman' squished: Perth experts debunk spider burrowing claims,959,unrelated,,,,,,
6 hidden mass graves may hold missing Mexican students,251,unrelated,,,,,,
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1661,unrelated,,,,,,
Star Wars 7: JJ Abrams want to move release to summer 2015,748,unrelated,,,,,,
'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,195,unrelated,,,,,,
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,511,unrelated,,,,,,
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,2087,unrelated,,,,,,
Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',1165,unrelated,,,,,,
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,1303,unrelated,,,,,,
"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",793,unrelated,,,,,,
Has Ebola infected Isis militants in Mosul?,1948,unrelated,,,,,,
Saudis Say Michelle Obama Not Blurred on TV,2251,unrelated,,,,,,
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,1256,unrelated,,,,,,
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",524,unrelated,,,,,,
Weatherman caught peeing live on camera,205,unrelated,,,,,,
A Wanted Man Responded To A Police Facebook Post That He Would Turn Himself In,1292,unrelated,,,,,,
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",2360,unrelated,,,,,,
Macaulay Culkin dead hoax: Fake death report spreads on social networks,722,unrelated,,,,,,
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,1737,unrelated,,,,,,
$YUM Serving Up #Marijuana & Fried Chicken,331,unrelated,,,,,,
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,81,unrelated,,,,,,
US officials: Video shows American's execution,1372,unrelated,,,,,,
Is Kim Jong-Un Really Opening a Restaurant in Scotland?,1143,unrelated,,,,,,
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,702,unrelated,,,,,,
Mass grave found after 40 students disappear in Mexican protest,1825,unrelated,,,,,,
Fake Fox News Website Reports Judd Nelson’s Death for Some Reason,2481,unrelated,,,,,,
This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,2124,unrelated,,,,,,
You all had an abortion! [Google Translate],1221,unrelated,,,,,,
Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,1175,unrelated,,,,,,
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,777,unrelated,,,,,,
Robert Plant Reportedly Tears Up $800 Million Led Zeppelin Reunion Contract,1787,unrelated,,,,,,
Christian Bale won't play Steve Jobs,687,unrelated,,,,,,
Vandals add rude paint job to $2.5m Bugatti (but luckily for the owner it all turned out to be a hoax),1349,unrelated,,,,,,
Report: Possible audio tape of Michael Brown shooting,958,unrelated,,,,,,
This Dog Was Left At A Railway Station With A Suitcase Of His Belongings After He Was Sold On Gumtree,530,unrelated,,,,,,
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1588,unrelated,,,,,,
Mechanical polar bear ‘threatened with ASBO for singing Christmas songs’,550,unrelated,,,,,,
See the Crater a Meteorite Made in Nicaragua,1179,unrelated,,,,,,
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,304,unrelated,,,,,,
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,2097,unrelated,,,,,,
Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,1476,unrelated,,,,,,
Report of Kim Jong-un’s ankle injury add fuel to rumours about his absence,2252,unrelated,,,,,,
Predator drones being flown over Isil's Syrian 'capital',909,unrelated,,,,,,
Islamic State claims it executed American photojournalist James Foley,984,unrelated,,,,,,
Macaulay Culkin Dead? Fans Freak Out Over Death Rumors,2252,unrelated,,,,,,
Vandal paints penis on £1.5million Bugatti Veyron,822,unrelated,,,,,,
"Insiders Claim Steel Apple Watch to Start at $500, Gold at $4,000",1939,unrelated,,,,,,
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,2501,unrelated,,,,,,
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",1372,unrelated,,,,,,
"Don't forget to tip...especially if you spend $300,000",830,unrelated,,,,,,
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2109,unrelated,,,,,,
Penis graffiti drawn on £1.5million Bugatti Veyron,822,unrelated,,,,,,
"Managua explosion not a meteorite, NASA suggests",269,unrelated,,,,,,
New Audio Shows Michael Brown Was Shot at 11 Times,539,unrelated,,,,,,
CNN Airs Alleged Audio from Michael Brown Shooting,844,unrelated,,,,,,
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1893,unrelated,,,,,,
Man chops off own penis after being dumped by his girlfriend,633,unrelated,,,,,,
New iOS 8 bug can delete all of your iCloud documents,1574,unrelated,,,,,,
Letter From Lego To Parents In The '70s Makes An Important Point About Gender,1689,unrelated,,,,,,
Mystery man slaps shoppers around head for sneezing,2277,unrelated,,,,,,
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,1223,unrelated,,,,,,
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,1480,unrelated,,,,,,
Vogue's new digs are reportedly swarming with rats,1435,unrelated,,,,,,
Boko Haram denies it has agreed ceasefire,1003,unrelated,,,,,,
"North Korean leader Kim Jong-un’s mystery illness actually two broken ankles, newspaper says",2042,unrelated,,,,,,
From bendgate to hairgate: Now iPhone 6 users complain the device is ripping out their hair,867,unrelated,,,,,,
Apple’s next MacBook could be a 12-inch MacBook Air,480,unrelated,,,,,,
"Boko Haram claims to have German hostage, denies ceasefire",304,unrelated,,,,,,
Soldier shot at war memorial in Canada,2404,unrelated,,,,,,
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",2265,unrelated,,,,,,
Banksy arrest hoax: Internet duped by fake report claiming that the street artist's identity has been revealed,30,unrelated,,,,,,
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,2039,unrelated,,,,,,
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",298,unrelated,,,,,,
Amazon plans a streaming-video alternative,531,unrelated,,,,,,
The Chinese Guide to Avoiding a Bad English Name,477,unrelated,,,,,,
PGA Spokesman and Tiger Woods' Agent Deny Drug Suspension Allegations,1175,unrelated,,,,,,
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",244,unrelated,,,,,,
Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,690,unrelated,,,,,,
Rumors of ISIS leader's death debunked,2343,unrelated,,,,,,
Questions raised over Nicaragua 'meteorite',524,unrelated,,,,,,
"Managua explosion not a meteorite, NASA suggests",816,unrelated,,,,,,
"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",1471,unrelated,,,,,,
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2304,unrelated,,,,,,
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,505,unrelated,,,,,,
"At CBS Detroit, Fan Site 'Scuttlebutt' Is Enough to Publish Batmobile Rumor",529,unrelated,,,,,,
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",1010,unrelated,,,,,,
